ID,System,TM,TMA,AverageTip,RST,RSI,RSE,Time,CorrectSteps,TriedSteps,Score
1021520,1,0.5,1.0,1.0,0.0,0.0,1.0,0.29,1.0,0.7,96
1023317,0,0.01,0.0,0.6,0.33,0.0,0.67,1.0,0.6,1.0,100
1031444,1,1.0,1.0,1.0,0.0,0.0,1.0,0.48,1.0,0.19,92
1033362,0,0.01,0.0,1.0,0.0,0.0,1.0,0.27,1.0,0.41,12
1041225,1,1.0,0.0,0.2,0.6,0.4,0.0,0.92,1.0,0.19,92
1041416,0,1.0,0.0,0.1,0.8,0.2,0.0,1.0,1.0,0.44,100
1041449,0,0.01,1.0,0.8,0.2,0.0,0.8,0.78,1.0,0.19,100
1041563,1,1.0,1.0,1.0,0.0,0.0,1.0,0.31,1.0,0.19,20
1041639,1,1.0,0.95,0.5,0.2,0.4,0.4,1.0,1.0,0.44,92
1042701,1,1.0,0.0,0.5,0.2,0.4,0.4,0.52,1.0,0.26,84
1043363,1,0.53,0.09,0.0,1.0,0.0,0.0,0.55,1.0,0.26,92
1051402,0,1.0,1.0,0.25,0.0,0.0,1.0,0.66,0.2,0.41,80
1051403,0,1.0,1.0,1.0,0.0,0.0,1.0,0.99,1.0,0.19,8
1051405,0,0.03,1.0,0.3,0.4,0.6,0.0,1.0,1.0,0.67,100
1051410,0,0.06,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.19,92
1051415,0,0.1,1.0,1.0,0.0,0.0,1.0,0.86,1.0,0.26,100
1051421,0,1.0,1.0,1.0,0.0,0.0,1.0,0.85,1.0,0.19,64
1051439,1,0.89,0.0,1.0,0.0,0.0,1.0,0.45,1.0,0.19,12
1051443,0,1.0,0.0,0.4,0.6,0.0,0.4,0.74,1.0,0.26,96
1051444,0,1.0,1.0,1.0,0.0,0.0,1.0,0.49,1.0,0.26,100
1051453,0,0.39,1.0,1.0,0.0,0.0,1.0,0.95,1.0,0.41,84
1051455,1,0.03,0.0,1.0,0.0,0.0,1.0,0.35,1.0,0.19,100
1051502,1,0.44,1.0,1.0,0.0,0.0,1.0,0.04,1.0,0.33,96
1051503,1,1.0,0.0,1.0,0.0,0.0,1.0,0.41,1.0,0.41,88
1051507,1,0.22,0.0,0.3,0.6,0.2,0.2,0.67,1.0,0.56,96
1051515,1,0.02,0.0,1.0,0.0,0.0,1.0,0.62,1.0,0.63,88
1051528,0,1.0,1.0,1.0,0.0,0.0,1.0,0.6,1.0,0.48,100
1051533,0,1.0,0.0,0.2,0.5,0.5,0.0,0.84,0.4,0.19,100
1051535,0,0.16,0.0,1.0,0.0,0.0,1.0,0.35,1.0,0.19,92
1051540,1,0.06,0.0,0.4,0.6,0.0,0.4,0.59,1.0,0.33,100
1051542,1,1.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.19,100
1051545,1,0.31,0.0,1.0,0.0,0.0,1.0,0.91,1.0,0.26,100
1051546,0,1.0,1.0,1.0,0.0,0.0,1.0,0.89,1.0,1.0,96
1051548,0,1.0,1.0,1.0,0.0,0.0,1.0,0.78,1.0,0.44,100
1053315,1,0.73,1.0,0.7,0.0,0.4,0.6,0.92,1.0,0.41,100
1053316,0,0.57,0.0,0.5,0.2,0.4,0.4,0.72,1.0,0.41,100
1053321,1,0.51,1.0,1.0,0.0,0.0,1.0,0.98,1.0,0.33,76
1053329,0,0.18,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.19,100
1053330,1,1.0,1.0,1.0,0.0,0.0,1.0,0.88,1.0,0.56,100
1053339,0,0.7,1.0,0.8,0.2,0.0,0.8,0.82,1.0,0.19,88
1053348,0,1.0,0.0,0.45,0.2,0.4,0.4,0.87,1.0,1.0,72
1013319,1,0.33,0.42,0.0,1.0,0.0,0.0,0.15,1.0,0.26,84
1021330,0,0.2,0.7,0.2,0.8,0.0,0.2,0.17,1.0,0.44,100
1021412,1,0.63,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.19,100
1021435,1,0.44,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.19,100
1021520,1,0.32,0.0,0.2,0.2,0.8,0.0,0.08,1.0,0.19,100
1021521,0,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1023317,0,0.01,0.0,0.1,0.8,0.2,0.0,0.27,1.0,0.48,100
1031430,0,0.49,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.78,100
1031444,1,0.08,0.37,0.25,0.6,0.4,0.0,0.28,1.0,0.48,100
1033362,0,0.11,0.37,1.0,0.0,0.0,1.0,0.17,1.0,0.19,36
1041225,1,0.11,0.37,0.0,0.8,0.2,0.0,0.1,1.0,0.19,68
1041416,0,0.36,0.07,0.0,1.0,0.0,0.0,0.19,1.0,0.19,100
1041449,0,0.92,0.0,0.0,1.0,0.0,0.0,0.27,1.0,0.56,100
1041463,1,0.12,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.33,100
1041563,1,0.35,1.0,0.6,0.2,0.4,0.4,0.22,1.0,0.33,84
1041639,1,0.26,0.0,0.05,0.8,0.2,0.0,0.16,1.0,0.19,100
1042701,1,0.25,1.0,0.2,0.2,0.8,0.0,0.15,1.0,0.19,100
1043302,0,0.25,0.0,0.0,1.0,0.0,0.0,0.23,1.0,0.19,100
1043330,1,0.28,0.09,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1043363,1,0.11,0.0,0.1,0.8,0.2,0.0,0.41,1.0,1.0,100
1051402,0,0.15,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.41,100
1051403,0,0.16,0.37,0.0,1.0,0.0,0.0,0.08,1.0,0.19,68
1051410,0,0.16,0.07,0.0,1.0,0.0,0.0,0.14,1.0,0.26,100
1051415,0,0.17,0.0,0.2,0.2,0.8,0.0,0.16,1.0,0.19,100
1051419,0,0.11,0.14,0.45,0.4,0.4,0.2,0.39,1.0,0.85,32
1051421,0,0.2,0.0,0.0,1.0,0.0,0.0,0.45,1.0,0.96,68
1051425,1,0.04,0.0,0.2,0.2,0.8,0.0,0.21,1.0,0.26,100
1051438,1,0.12,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,68
1051439,1,0.32,0.0,0.05,0.8,0.2,0.0,0.24,1.0,0.19,100
1051443,0,0.74,1.0,0.0,1.0,0.0,0.0,0.17,1.0,0.26,100
1051444,0,0.73,0.0,0.0,1.0,0.0,0.0,0.23,1.0,0.19,100
1051445,1,0.48,0.0,0.4,0.6,0.0,0.4,0.12,1.0,0.19,60
1051448,0,0.02,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1051450,1,0.02,1.0,0.0,1.0,0.0,0.0,0.27,1.0,0.19,68
1051453,0,0.36,0.0,0.3,0.2,0.8,0.0,0.14,1.0,0.26,100
1051455,1,0.29,0.0,0.05,0.8,0.2,0.0,0.15,1.0,0.19,68
1051502,1,0.23,0.81,0.0,1.0,0.0,0.0,0.15,1.0,0.19,100
1051503,1,0.58,1.0,0.0,1.0,0.0,0.0,0.2,1.0,0.26,100
1051507,1,0.05,0.14,0.05,0.8,0.2,0.0,0.49,1.0,0.59,100
1051515,1,0.43,0.07,0.0,1.0,0.0,0.0,0.09,1.0,0.33,100
1051528,0,0.33,1.0,0.0,1.0,0.0,0.0,0.12,1.0,0.26,32
1051533,0,0.47,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.19,100
1051535,0,1.0,0.77,0.0,1.0,0.0,0.0,0.07,1.0,0.63,68
1051539,0,0.2,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.19,100
1051540,1,0.28,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1051542,1,0.06,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.59,100
1051544,0,0.82,1.0,0.0,1.0,0.0,0.0,0.31,1.0,1.0,32
1051545,1,0.02,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1051546,0,0.05,0.09,0.05,0.8,0.2,0.0,0.24,1.0,0.33,100
1051548,0,0.06,0.0,0.45,0.2,0.6,0.2,0.23,1.0,0.19,100
1053315,1,0.46,0.0,0.2,0.4,0.6,0.0,0.31,1.0,0.67,100
1053316,0,0.76,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.19,100
1053321,1,0.2,0.0,0.2,0.2,0.8,0.0,0.21,1.0,0.19,100
1053324,1,1.0,0.09,0.0,1.0,0.0,0.0,0.11,1.0,0.41,100
1053329,0,0.36,0.42,0.0,1.0,0.0,0.0,0.11,1.0,0.19,68
1053330,1,0.09,0.0,0.0,1.0,0.0,0.0,0.25,0.8,1.0,100
1053333,0,0.25,0.09,0.1,0.8,0.2,0.0,0.15,1.0,0.22,100
1053339,0,0.05,0.42,0.0,1.0,0.0,0.0,0.22,1.0,0.19,100
1053344,0,0.37,1.0,0.2,0.8,0.0,0.2,0.21,1.0,0.63,100
1053348,0,0.79,0.0,0.05,0.8,0.2,0.0,0.11,1.0,0.19,100
1013319,1,0.15,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1021330,0,0.01,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1021412,1,0.35,0.09,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1021435,1,0.21,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1023317,0,0.16,0.0,0.1,0.8,0.2,0.0,0.18,1.0,0.63,100
1031444,1,0.06,0.05,0.2,0.8,0.0,0.2,0.08,1.0,0.19,100
1033362,0,0.39,0.09,1.0,0.0,0.0,1.0,0.23,1.0,0.19,52
1041225,1,0.29,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.26,100
1041416,0,0.88,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.19,100
1041445,0,0.53,0.09,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1041449,0,1.0,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1041563,1,0.77,0.0,0.5,0.2,0.4,0.4,0.14,1.0,0.19,40
1041639,1,0.02,0.09,0.05,0.8,0.2,0.0,0.12,1.0,0.19,100
1042701,1,1.0,0.0,0.45,0.0,1.0,0.0,0.12,1.0,0.22,100
1043330,1,0.05,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.33,100
1043363,1,0.47,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1051402,0,0.22,0.12,0.0,1.0,0.0,0.0,0.18,1.0,0.52,0
1051403,0,0.05,0.05,0.0,1.0,0.0,0.0,0.11,1.0,0.26,100
1051405,0,0.01,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1051410,0,0.04,0.19,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1051421,0,0.21,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.85,52
1051425,1,0.04,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.26,100
1051438,1,0.01,0.42,0.15,0.4,0.6,0.0,0.13,1.0,0.26,40
1051439,1,0.29,0.0,0.0,0.8,0.2,0.0,0.1,1.0,0.19,100
1051443,0,0.92,0.21,0.0,1.0,0.0,0.0,0.07,1.0,0.26,100
1051444,0,0.5,0.12,0.0,1.0,0.0,0.0,0.18,0.6,0.26,100
1051453,0,0.6,0.0,0.15,0.4,0.6,0.0,0.07,1.0,0.19,100
1051455,1,0.02,0.0,0.1,0.4,0.6,0.0,0.08,1.0,0.19,100
1051502,1,0.03,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1051503,1,0.46,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.33,100
1051507,1,0.04,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1051528,0,0.01,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1051533,0,0.04,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1051535,0,0.12,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1051539,0,0.07,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.19,100
1051540,1,0.01,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,100
1051542,1,0.09,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1051544,0,0.38,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.37,100
1051546,0,0.09,0.0,0.1,0.6,0.4,0.0,0.15,1.0,0.85,100
1051548,0,0.08,0.0,0.3,0.2,0.8,0.0,0.11,1.0,0.33,100
1053316,0,0.36,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1053321,1,0.47,0.0,0.2,0.2,0.8,0.0,0.1,1.0,0.19,100
1053324,1,0.13,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,36
1053329,0,0.45,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.26,100
1053330,1,0.11,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1053333,0,0.04,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1053339,0,1.0,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,96
1053348,0,0.3,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1013319,1,0.06,0.0,0.35,0.6,0.2,0.2,0.73,1.0,0.78,100
1021412,1,0.73,0.0,0.0,1.0,0.0,0.0,0.35,1.0,0.19,100
1021435,1,0.23,0.02,0.75,0.2,0.2,0.6,0.46,1.0,1.0,100
1021520,1,0.79,0.02,0.65,0.2,0.2,0.6,0.18,1.0,0.56,100
1021521,0,0.01,0.0,0.0,1.0,0.0,0.0,0.39,1.0,0.26,100
1031444,1,0.09,0.19,1.0,0.0,0.0,1.0,0.2,1.0,0.48,100
1041225,1,0.86,0.0,0.35,0.2,0.6,0.2,0.57,1.0,0.33,100
1041416,0,0.72,0.0,0.0,1.0,0.0,0.0,0.41,1.0,0.19,100
1041445,0,0.54,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.41,100
1041449,0,0.07,0.0,0.45,0.4,0.2,0.4,0.65,1.0,0.33,100
1041563,1,1.0,0.0,0.8,0.2,0.0,0.8,0.29,1.0,0.26,48
1042701,1,0.64,0.0,0.55,0.0,0.6,0.4,0.4,1.0,0.56,100
1043363,1,0.64,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.19,100
1051402,0,1.0,0.0,0.2,0.75,0.0,0.25,0.58,0.8,1.0,100
1051403,0,0.51,0.07,0.0,1.0,0.0,0.0,0.46,0.6,0.52,100
1051405,0,0.01,0.0,0.2,0.6,0.4,0.0,0.52,1.0,0.85,80
1051410,0,0.07,0.0,0.0,1.0,0.0,0.0,0.31,1.0,0.41,100
1051419,0,0.25,0.07,0.8,0.2,0.0,0.8,0.26,1.0,0.33,8
1051421,0,0.56,0.0,0.3,0.6,0.2,0.2,0.43,1.0,0.63,100
1051425,1,0.01,0.0,0.15,0.4,0.6,0.0,0.45,1.0,0.33,100
1051438,1,0.12,0.0,0.25,0.4,0.6,0.0,0.69,1.0,0.48,0
1051443,0,0.33,0.0,0.0,1.0,0.0,0.0,0.31,1.0,0.19,36
1051453,0,0.05,0.0,0.35,0.0,1.0,0.0,0.3,1.0,0.26,48
1051455,1,0.01,0.0,1.0,0.0,0.0,1.0,0.41,1.0,0.74,100
1051502,1,0.02,0.0,0.4,0.6,0.0,0.4,0.29,1.0,0.81,100
1051507,1,0.05,0.0,0.0,1.0,0.0,0.0,0.26,1.0,0.19,96
1051540,1,0.02,0.0,0.05,0.8,0.2,0.0,0.15,1.0,0.33,100
1051542,1,0.01,0.0,0.4,0.4,0.2,0.4,0.43,1.0,0.52,100
1051544,0,1.0,0.0,0.0,0.8,0.2,0.0,0.09,1.0,0.26,100
1051545,1,0.15,0.0,0.45,0.4,0.2,0.4,0.69,1.0,0.78,100
1051546,0,0.07,0.0,0.05,0.8,0.2,0.0,0.25,1.0,0.19,100
1053316,0,0.96,0.0,0.0,1.0,0.0,0.0,0.41,1.0,0.48,100
1053324,1,0.09,0.0,0.2,0.2,0.8,0.0,0.74,1.0,0.81,100
1053329,0,0.15,0.0,0.0,1.0,0.0,0.0,0.35,1.0,0.19,100
1053330,1,0.01,0.0,0.45,0.0,0.5,0.5,0.49,0.4,0.19,100
1053339,0,0.05,0.0,0.05,0.8,0.2,0.0,0.4,1.0,0.52,100
1053348,0,0.09,0.0,0.0,1.0,0.0,0.0,0.21,1.0,0.26,36
1013319,1,0.08,0.0,0.8,0.2,0.0,0.8,0.42,1.0,0.52,100
1021330,0,0.29,1.0,0.45,0.4,0.2,0.4,0.21,1.0,0.37,88
1021435,1,0.2,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.85,100
1021520,1,0.18,0.4,0.45,0.0,0.8,0.2,0.09,1.0,0.19,52
1023317,0,0.01,0.0,0.2,0.6,0.4,0.0,0.14,1.0,0.33,32
1031430,0,0.01,0.0,0.0,1.0,0.0,0.0,0.29,1.0,0.19,56
1031444,1,0.15,0.77,1.0,0.0,0.0,1.0,0.16,1.0,0.7,52
1033362,0,1.0,0.72,1.0,0.0,0.0,1.0,0.35,1.0,0.26,36
1041225,1,0.19,0.0,0.35,0.0,1.0,0.0,0.25,1.0,0.33,100
1041416,0,0.28,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1041449,0,0.02,0.51,0.2,0.2,0.8,0.0,0.1,1.0,0.19,100
1041463,1,1.0,0.0,0.2,0.5,0.5,0.0,1.0,0.4,1.0,48
1041563,1,0.97,0.0,0.6,0.4,0.0,0.6,0.2,1.0,0.33,84
1041639,1,0.15,1.0,0.15,0.5,0.5,0.0,0.15,0.4,0.41,100
1042701,1,0.21,0.0,0.65,0.2,0.2,0.6,0.44,1.0,0.63,32
1043363,1,0.6,0.0,0.0,1.0,0.0,0.0,0.28,1.0,0.52,52
1051402,0,1.0,0.0,0.2,0.8,0.0,0.2,0.34,1.0,0.26,100
1051403,0,0.21,0.77,0.0,1.0,0.0,0.0,0.1,1.0,0.26,100
1051405,0,0.01,0.0,0.1,0.8,0.2,0.0,0.14,1.0,0.52,96
1051410,0,0.27,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,100
1051415,0,0.12,1.0,1.0,0.0,0.0,1.0,0.25,1.0,0.78,100
1051417,1,1.0,0.0,1.0,0.0,0.0,1.0,0.27,1.0,0.48,100
1051421,0,0.62,0.0,0.15,0.4,0.6,0.0,0.08,1.0,0.22,100
1051425,1,0.35,0.0,0.6,0.4,0.0,0.6,0.3,1.0,0.52,24
1051438,1,0.57,0.0,0.1,0.6,0.4,0.0,0.07,1.0,0.19,100
1051439,1,0.01,0.0,0.05,0.8,0.2,0.0,0.3,1.0,0.41,36
1051443,0,0.47,0.44,1.0,0.0,0.0,1.0,0.44,1.0,0.41,100
1051444,0,1.0,0.72,0.8,0.0,0.0,1.0,0.13,0.6,0.37,0
1051453,0,0.29,1.0,0.65,0.2,0.2,0.6,0.49,1.0,0.52,32
1051455,1,0.01,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.26,96
1051502,1,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.56,100
1051503,1,1.0,0.0,0.45,0.2,0.6,0.2,0.06,1.0,0.26,88
1051507,1,0.02,1.0,0.0,1.0,0.0,0.0,0.16,1.0,0.19,100
1051515,1,0.09,0.72,0.35,0.0,1.0,0.0,0.28,1.0,0.33,100
1051528,0,0.05,0.0,0.15,0.4,0.6,0.0,0.25,1.0,0.52,52
1051535,0,0.02,1.0,1.0,0.0,0.0,1.0,0.38,1.0,0.33,84
1051540,1,0.01,0.0,0.2,0.2,0.8,0.0,0.29,1.0,0.19,52
1051542,1,0.01,0.72,1.0,0.0,0.0,1.0,0.04,1.0,0.48,100
1051544,0,1.0,0.0,0.4,0.4,0.2,0.4,0.43,1.0,0.81,60
1051545,1,0.05,0.0,1.0,0.0,0.0,1.0,0.17,1.0,0.19,100
1051546,0,0.4,0.0,0.2,1.0,0.0,0.0,0.21,0.4,0.19,52
1051548,0,0.19,0.58,1.0,0.0,0.0,1.0,0.08,1.0,0.19,100
1053316,0,0.96,0.0,0.2,0.8,0.0,0.2,0.29,1.0,0.7,100
1053321,1,0.75,0.0,0.2,0.2,0.8,0.0,0.26,1.0,0.26,100
1053324,1,0.44,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.26,100
1053329,0,0.26,0.77,0.0,1.0,0.0,0.0,0.34,1.0,0.19,100
1053330,1,0.01,0.0,0.2,0.0,1.0,0.0,0.15,0.2,0.22,48
1053339,0,0.02,0.0,0.6,0.4,0.0,0.6,0.4,1.0,0.26,52
1053348,0,0.58,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.44,100
1013319,1,0.17,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,36
1021412,1,0.7,0.0,0.0,1.0,0.0,0.0,0.29,1.0,0.19,100
1021435,1,0.15,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.78,16
1031430,0,0.04,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,84
1031444,1,1.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.63,80
1033362,0,0.64,0.0,1.0,0.0,0.0,1.0,0.32,1.0,0.19,20
1041445,0,0.13,1.0,1.0,0.0,0.0,1.0,0.75,1.0,0.19,84
1041449,0,0.01,1.0,1.0,0.0,0.0,1.0,0.04,1.0,0.19,84
1041463,1,0.36,0.86,0.1,1.0,0.0,0.0,1.0,0.2,1.0,80
1041563,1,1.0,0.33,1.0,0.0,0.0,1.0,0.38,1.0,0.52,16
1041639,1,0.06,0.0,0.45,0.4,0.2,0.4,0.45,1.0,0.44,88
1042701,1,0.77,0.0,1.0,0.0,0.0,1.0,0.27,1.0,1.0,100
1043363,1,0.54,0.0,0.2,0.0,1.0,0.0,1.0,0.2,0.33,84
1051405,0,0.02,0.0,0.05,0.8,0.2,0.0,0.32,1.0,0.19,100
1051415,0,0.04,0.44,1.0,0.0,0.0,1.0,0.13,1.0,0.26,88
1051417,1,0.2,0.0,1.0,0.0,0.0,1.0,0.55,1.0,0.19,60
1051425,1,0.01,0.0,0.65,0.2,0.2,0.6,0.31,1.0,0.63,84
1051438,1,0.81,0.0,0.8,0.2,0.0,0.8,0.78,1.0,0.19,84
1051439,1,0.09,0.0,0.05,0.8,0.2,0.0,0.31,1.0,0.26,28
1051443,0,0.41,0.05,1.0,0.0,0.0,1.0,0.25,1.0,0.19,100
1051444,0,1.0,0.7,1.0,0.0,0.0,1.0,0.2,1.0,0.26,0
1051453,0,0.23,0.0,1.0,0.0,0.0,1.0,0.15,1.0,0.56,60
1051455,1,0.01,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.19,100
1051502,1,0.01,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.48,100
1051503,1,1.0,1.0,1.0,0.0,0.0,1.0,0.8,1.0,0.56,16
1051515,1,0.59,0.0,0.8,0.0,0.2,0.8,0.17,1.0,0.56,36
1051528,0,0.01,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.26,36
1051535,0,0.25,0.0,1.0,0.0,0.0,1.0,0.21,1.0,0.26,96
1051540,1,0.04,0.0,0.65,0.2,0.2,0.6,0.96,1.0,0.3,84
