ID,System,TM,TMA,AverageTip,RST,RSI,RSE,Time,CorrectSteps,TriedSteps,Score
1061425,1,0.54,0.0,0.6,0.0,0.0,1.0,0.01,0.4,0.07,84
1061430,1,0.05,1.0,1.0,0.0,0.0,1.0,0.21,1.0,0.37,96
1061431,0,0.08,0.0,0.8,0.2,0.0,0.8,0.35,1.0,0.15,72
1061438,1,0.01,0.0,0.75,0.2,0.2,0.6,0.25,0.6,0.33,84
1061443,1,0.03,0.0,0.6,0.4,0.0,0.6,0.2,0.8,0.15,84
1061444,0,0.12,0.0,0.8,0.2,0.0,0.8,0.33,1.0,1.0,84
1061511,0,0.02,0.0,0.4,0.0,0.0,1.0,0.01,0.2,0.04,4
1061525,1,0.05,0.0,0.6,0.4,0.0,0.6,0.22,1.0,0.15,84
1061529,1,0.02,0.0,0.15,0.75,0.25,0.0,0.29,0.2,0.11,84
1061539,1,0.02,0.0,0.15,0.5,0.5,0.0,0.21,0.2,0.04,92
1061545,1,0.02,0.0,0.3,0.6,0.4,0.0,0.43,1.0,0.15,100
1063303,0,0.04,0.0,0.6,0.25,0.0,0.75,0.41,0.4,0.3,88
1063311,0,0.01,1.0,1.0,0.0,0.0,1.0,0.93,1.0,0.33,84
1063313,0,0.22,0.0,1.0,0.0,0.0,1.0,0.3,1.0,0.37,56
1063314,0,0.02,0.0,0.0,1.0,0.0,0.0,0.42,1.0,0.15,100
1063316,0,0.02,0.0,0.2,0.0,0.0,1.0,0.16,0.0,0.0,76
1063323,1,0.02,0.0,0.0,1.0,0.0,0.0,0.33,1.0,0.15,76
1063327,1,0.01,0.0,1.0,0.0,0.0,1.0,0.32,1.0,0.15,84
1063336,0,0.13,0.0,1.0,0.0,0.0,1.0,0.53,1.0,0.15,28
1063338,0,0.04,1.0,0.0,1.0,0.0,0.0,0.24,0.8,0.15,60
1063339,0,0.05,0.0,0.0,1.0,0.0,0.0,0.23,0.2,0.07,36
1063344,1,0.01,0.0,0.4,0.6,0.0,0.4,0.29,0.4,0.15,84
1063345,0,0.03,0.0,1.0,0.0,0.0,1.0,0.32,1.0,0.56,88
1031444,0,0.01,0.0,1.0,0.0,0.0,1.0,0.19,1.0,1.0,80
1041470,0,0.01,0.0,0.2,0.67,0.0,0.33,0.24,0.2,0.11,44
1041563,0,0.01,0.0,1.0,0.0,0.0,1.0,0.24,1.0,0.15,100
1043321,0,0.01,0.0,1.0,0.0,0.0,1.0,0.48,1.0,0.15,36
1043362,0,0.03,0.0,0.0,1.0,0.0,0.0,0.3,1.0,0.15,100
1043369,0,0.02,0.0,1.0,0.0,0.0,1.0,0.27,1.0,0.3,100
1050758,0,0.01,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.15,20
1051417,0,0.02,1.0,1.0,0.0,0.0,1.0,0.16,1.0,0.15,52
1051444,0,0.02,0.0,1.0,0.0,0.0,1.0,0.35,1.0,0.22,100
1051449,0,0.02,0.0,0.8,0.0,0.0,1.0,0.2,0.8,0.44,100
1051503,0,1.0,0.0,1.0,0.0,0.0,1.0,0.17,1.0,0.15,92
1051558,0,0.01,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.15,96
1052429,0,0.51,1.0,1.0,0.0,0.0,1.0,0.22,1.0,0.22,88
1061402,0,0.88,0.0,0.0,1.0,0.0,0.0,0.24,1.0,0.44,72
1061403,0,0.02,0.0,1.0,0.0,0.0,1.0,0.15,1.0,0.15,44
1061410,0,0.01,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.15,96
1061413,0,0.01,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.15,100
1061415,0,1.0,1.0,1.0,0.0,0.0,1.0,0.12,1.0,0.15,0
1061418,0,0.06,0.14,1.0,0.0,0.0,1.0,0.1,1.0,0.22,100
1061421,0,0.02,0.0,0.8,0.0,0.0,1.0,0.31,1.0,0.15,20
1061424,0,0.01,0.0,1.0,0.0,0.0,1.0,0.16,1.0,0.15,92
1061425,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.15,36
1061430,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.3,12
1061431,0,0.02,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.37,96
1061434,0,0.01,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.15,100
1061438,0,0.06,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.15,96
1061443,0,0.04,0.0,0.8,0.2,0.0,0.8,0.34,1.0,0.15,84
1061444,0,0.09,1.0,1.0,0.0,0.0,1.0,0.43,1.0,0.15,80
1061447,0,0.01,1.0,1.0,0.0,0.0,1.0,0.04,1.0,0.15,16
1061449,0,0.12,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.22,24
1061511,0,0.96,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.3,96
1061514,0,0.01,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.15,100
1061525,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.15,60
1061539,0,0.01,1.0,0.8,0.2,0.0,0.8,0.03,1.0,0.15,96
1061540,0,0.02,0.0,1.0,0.0,0.0,1.0,0.24,1.0,0.37,96
1061545,0,0.44,0.0,1.0,0.0,0.0,1.0,0.24,1.0,0.22,100
1063311,0,0.01,1.0,1.0,0.0,0.0,1.0,0.69,1.0,0.15,0
1063313,0,1.0,0.0,1.0,0.0,0.0,1.0,0.36,1.0,0.15,36
1063314,0,0.01,0.0,0.2,0.75,0.0,0.25,0.42,0.8,0.19,100
1063316,0,0.05,1.0,0.05,0.0,1.0,0.0,0.12,0.2,0.04,100
1063323,0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.04,100
1063327,0,0.02,0.0,0.6,0.4,0.0,0.6,0.09,1.0,0.59,36
1063329,0,0.04,1.0,0.8,0.2,0.0,0.8,0.34,1.0,0.3,100
1063330,0,0.13,1.0,0.8,0.2,0.0,0.8,0.31,1.0,0.3,68
1063331,0,0.01,0.0,1.0,0.0,0.0,1.0,0.35,1.0,0.22,40
1063339,0,0.32,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.15,100
1063344,0,0.01,0.0,1.0,0.0,0.0,1.0,0.04,0.8,0.15,92
1041225,1,0.08,0.0,0.0,1.0,0.0,0.0,0.3,1.0,0.52,100
1041411,0,0.02,0.0,0.0,1.0,0.0,0.0,0.26,1.0,0.33,100
1042050,0,0.1,0.0,0.05,0.8,0.2,0.0,0.09,1.0,0.33,100
1042542,0,1.0,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1051318,0,0.04,0.0,0.75,0.2,0.2,0.6,0.56,1.0,1.0,100
1051535,1,0.27,0.0,0.0,1.0,0.0,0.0,0.05,1.0,0.19,100
1051703,1,0.02,0.0,0.0,1.0,0.0,0.0,0.05,1.0,0.19,100
1051728,1,0.18,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1053314,0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1053362,0,0.09,0.07,0.4,0.6,0.0,0.4,0.5,1.0,1.0,100
1061230,0,0.02,0.0,0.7,0.0,0.4,0.6,0.57,1.0,0.74,80
1061702,0,0.08,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1061748,1,0.07,0.0,0.05,0.75,0.25,0.0,0.17,1.0,0.19,100
1061751,0,0.02,0.0,0.45,0.2,0.6,0.2,0.49,1.0,0.63,88
1071403,0,1.0,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.19,100
1071404,0,0.05,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.19,100
1071411,1,0.16,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1071413,0,0.09,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1071444,1,0.31,0.0,0.15,0.8,0.2,0.0,0.08,1.0,0.26,80
1071504,1,0.04,0.0,0.05,0.8,0.2,0.0,0.59,1.0,1.0,100
1071510,1,0.34,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1071519,0,0.05,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1071537,1,0.04,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.63,100
1071538,0,0.05,0.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,100
1073304,0,0.14,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,96
1073305,0,0.44,0.28,0.95,0.0,0.2,0.8,0.52,1.0,1.0,84
1073306,1,0.03,0.0,0.0,1.0,0.0,0.0,0.27,1.0,0.59,100
1073307,0,0.08,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.26,100
1073308,0,0.04,0.0,0.15,0.8,0.2,0.0,0.08,1.0,0.19,100
1073311,1,0.02,0.0,0.05,0.8,0.2,0.0,0.21,1.0,0.56,100
1073312,1,0.03,0.0,0.25,0.6,0.2,0.2,0.38,1.0,0.93,100
1073314,1,0.63,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.48,100
1073319,1,0.02,0.0,0.0,1.0,0.0,0.0,0.31,1.0,0.52,100
1073321,1,0.06,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.26,100
1073330,0,0.05,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1073333,0,0.08,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1073335,1,0.08,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1073336,1,0.11,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1073341,1,0.31,0.16,0.05,0.8,0.2,0.0,0.26,1.0,1.0,100
1073343,1,0.06,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.74,84
1041225,1,0.02,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1042047,0,0.75,0.0,0.4,0.0,0.8,0.2,0.37,1.0,0.26,100
1042050,0,0.36,0.0,0.4,0.6,0.0,0.4,0.58,1.0,0.48,100
1042542,0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,40
1051513,1,0.06,0.0,0.1,0.8,0.2,0.0,0.29,1.0,0.52,100
1051521,0,0.02,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1051563,0,1.0,0.0,0.35,0.0,1.0,0.0,0.21,1.0,0.19,80
1051728,1,0.19,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1053314,0,0.11,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1053315,1,0.2,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.19,100
1053362,0,0.4,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.67,20
1060948,0,0.12,0.0,0.35,0.2,0.6,0.2,0.17,1.0,0.63,100
1061230,0,0.01,0.0,0.0,1.0,0.0,0.0,0.24,1.0,0.33,100
1061423,1,0.06,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.19,100
1061551,1,0.01,0.0,0.05,0.8,0.2,0.0,0.51,1.0,1.0,100
1061702,0,0.05,0.0,0.6,0.4,0.0,0.6,0.19,1.0,0.74,100
1061748,1,0.31,0.0,0.05,0.75,0.25,0.0,0.08,1.0,0.19,100
1061751,0,0.01,0.0,0.25,0.2,0.8,0.0,0.15,1.0,0.26,100
1063301,0,0.4,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.26,84
1063330,1,0.01,0.0,0.15,0.8,0.2,0.0,0.2,1.0,0.78,100
1071404,0,0.85,0.0,0.15,0.8,0.2,0.0,0.06,1.0,0.19,100
1071411,1,0.67,0.0,0.0,1.0,0.0,0.0,0.32,1.0,0.48,100
1071413,0,1.0,0.21,0.15,0.8,0.2,0.0,0.35,1.0,0.74,100
1071422,0,0.62,0.0,0.1,0.5,0.5,0.0,0.09,1.0,0.19,100
1071426,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,40
1071433,0,0.02,0.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,100
1071444,1,1.0,0.0,0.05,0.8,0.2,0.0,0.31,1.0,0.74,100
1071448,0,0.06,0.05,0.0,1.0,0.0,0.0,0.1,1.0,0.59,100
1071510,1,0.16,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1071648,1,0.18,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.33,100
1073304,0,0.32,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.33,100
1073305,0,0.08,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,84
1073306,1,0.01,0.0,0.0,1.0,0.0,0.0,0.08,1.0,0.19,100
1073307,0,0.91,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.26,100
1073308,0,0.03,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.52,100
1073311,1,0.1,0.0,0.05,0.8,0.2,0.0,0.31,1.0,0.52,100
1073312,1,0.02,0.0,0.2,0.6,0.4,0.0,0.16,1.0,0.19,100
1073314,1,0.07,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1073319,1,0.12,0.0,0.0,1.0,0.0,0.0,0.22,1.0,0.52,100
1073321,1,0.1,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.37,100
1073322,0,0.12,0.0,0.3,0.6,0.2,0.2,0.26,1.0,0.78,100
1073333,0,0.44,1.0,0.0,1.0,0.0,0.0,0.48,1.0,1.0,100
1073335,1,0.15,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.59,92
1073336,1,0.02,0.0,0.05,0.8,0.2,0.0,0.24,1.0,0.59,100
1073341,1,0.19,0.0,0.0,1.0,0.0,0.0,0.33,1.0,1.0,92
1041225,1,0.02,0.0,0.0,1.0,0.0,0.0,0.12,1.0,0.19,100
1041411,0,0.02,0.0,0.0,1.0,0.0,0.0,0.19,1.0,0.19,100
1042542,0,1.0,0.0,0.15,0.8,0.2,0.0,0.38,1.0,0.52,100
1051318,0,0.04,0.0,0.2,0.0,1.0,0.0,0.11,1.0,0.19,100
1051535,1,0.51,0.0,0.0,1.0,0.0,0.0,0.22,1.0,0.26,100
1051563,0,0.32,0.0,0.35,0.2,0.6,0.2,0.26,1.0,0.19,100
1051703,1,0.01,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,80
1051728,1,0.08,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1053314,0,0.05,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,40
1053315,1,0.24,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.19,76
1053362,0,0.64,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,40
1060948,0,1.0,0.0,0.4,0.0,0.8,0.2,0.04,1.0,0.26,88
1061230,0,0.01,0.0,0.35,0.0,0.75,0.25,0.36,1.0,0.19,100
1061423,1,0.02,0.0,0.0,1.0,0.0,0.0,0.15,1.0,0.19,100
1061551,1,0.22,0.0,0.0,1.0,0.0,0.0,0.34,1.0,0.48,100
1061702,0,0.09,0.0,0.2,0.2,0.8,0.0,0.59,1.0,0.33,100
1061748,1,0.02,0.0,0.05,0.75,0.25,0.0,0.12,1.0,0.19,100
1061751,0,0.01,0.0,0.2,0.2,0.8,0.0,0.41,1.0,0.56,100
1063330,1,0.02,0.0,0.4,0.6,0.0,0.4,0.2,1.0,0.59,88
1071404,0,0.58,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1071411,1,0.02,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.59,100
1071413,0,1.0,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1071422,0,0.42,0.0,0.1,0.5,0.5,0.0,0.11,1.0,0.33,100
1071444,1,1.0,0.0,0.15,0.8,0.2,0.0,0.32,1.0,0.7,100
1071448,0,0.01,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1071510,1,0.14,0.19,0.05,0.75,0.25,0.0,0.16,1.0,0.26,100
1071519,0,0.01,0.0,0.2,0.6,0.4,0.0,0.43,1.0,1.0,100
1071538,0,0.05,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.26,68
1071648,1,0.3,0.0,0.0,1.0,0.0,0.0,0.14,1.0,0.81,100
1073304,0,0.04,0.0,0.0,1.0,0.0,0.0,0.04,1.0,0.19,100
1073305,0,0.02,0.0,0.2,0.75,0.0,0.25,0.04,1.0,0.19,100
1073306,1,0.01,0.0,0.65,0.2,0.2,0.6,0.05,1.0,0.19,100
1073307,0,0.11,0.0,0.0,1.0,0.0,0.0,0.16,1.0,0.26,92
1073308,0,0.01,0.0,0.0,1.0,0.0,0.0,0.11,1.0,0.33,96
1073311,1,0.02,0.0,0.25,0.4,0.6,0.0,0.32,1.0,0.22,100
1073312,1,0.01,0.0,0.6,0.4,0.0,0.6,0.47,1.0,0.33,100
1073319,1,0.25,0.12,0.0,1.0,0.0,0.0,0.13,1.0,0.19,100
1073321,1,0.54,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,32
1073322,0,0.06,0.0,0.2,0.8,0.0,0.2,0.17,1.0,0.19,100
1073330,0,0.01,0.0,0.0,1.0,0.0,0.0,0.35,1.0,0.52,100
1073333,0,0.31,0.0,0.0,1.0,0.0,0.0,0.68,1.0,0.74,100
1073335,1,0.38,0.0,0.15,0.8,0.2,0.0,0.23,1.0,0.19,100
1073336,1,0.21,0.0,0.0,1.0,0.0,0.0,0.09,1.0,0.19,100
1073341,1,0.01,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.52,100
1073343,1,0.06,0.0,0.15,0.8,0.2,0.0,0.47,1.0,1.0,100
1041225,1,0.01,1.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1042047,0,1.0,0.0,0.2,0.75,0.0,0.25,0.34,1.0,0.33,100
1042050,0,1.0,1.0,0.5,0.4,0.2,0.4,0.55,1.0,0.67,96
1042542,0,1.0,0.0,0.8,0.2,0.0,0.8,0.36,1.0,1.0,100
1051728,1,0.02,0.0,0.0,1.0,0.0,0.0,0.69,1.0,1.0,100
1053314,0,0.15,0.0,0.0,1.0,0.0,0.0,0.42,1.0,1.0,100
1053315,1,0.32,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.19,100
1053362,0,1.0,0.0,0.1,0.8,0.2,0.0,0.49,1.0,0.7,96
1060948,0,0.06,0.0,0.45,0.2,0.6,0.2,0.36,1.0,0.7,100
1061230,0,0.42,1.0,0.85,0.0,0.4,0.6,0.84,1.0,0.63,76
1061551,1,0.43,0.0,0.0,1.0,0.0,0.0,0.41,1.0,0.78,52
1061702,0,0.09,0.0,0.4,0.6,0.0,0.4,0.25,1.0,0.26,100
1061748,1,0.02,0.0,0.0,1.0,0.0,0.0,0.28,1.0,0.33,100
1061751,0,0.02,0.0,0.15,0.25,0.75,0.0,0.23,1.0,0.19,100
1063330,1,0.71,0.0,1.0,0.0,0.0,1.0,0.21,1.0,0.81,100
1071404,0,1.0,1.0,0.5,0.2,0.4,0.4,0.5,1.0,0.33,100
1071411,1,1.0,0.0,0.15,0.8,0.2,0.0,0.43,1.0,0.52,100
1071422,0,1.0,1.0,1.0,0.0,0.0,1.0,0.55,1.0,1.0,100
1071448,0,0.02,0.0,0.0,1.0,0.0,0.0,0.18,1.0,0.81,36
1071508,0,0.02,0.0,0.0,1.0,0.0,0.0,0.27,1.0,0.7,100
1071510,1,0.78,0.0,0.45,0.4,0.2,0.4,0.65,1.0,0.41,100
1071519,0,0.05,1.0,0.3,0.4,0.4,0.2,0.43,1.0,0.67,100
1071648,1,0.29,1.0,0.0,1.0,0.0,0.0,0.36,1.0,0.52,100
1073304,0,0.32,0.0,0.0,1.0,0.0,0.0,0.47,1.0,1.0,100
1073305,0,1.0,0.95,1.0,0.0,0.0,1.0,0.08,1.0,0.26,96
1073306,1,0.01,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.26,100
1073307,0,0.06,0.0,0.55,0.0,0.6,0.4,0.43,1.0,0.85,100
1073308,0,0.02,0.0,0.4,0.6,0.0,0.4,0.21,1.0,0.59,100
1073311,1,0.03,0.0,0.3,0.4,0.4,0.2,0.6,1.0,0.33,100
1073314,1,0.26,0.0,0.0,1.0,0.0,0.0,0.21,1.0,0.19,100
1073319,1,0.39,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.19,96
1073321,1,1.0,0.0,0.0,1.0,0.0,0.0,0.33,1.0,0.19,100
1073322,0,0.27,0.0,1.0,0.0,0.0,1.0,0.3,1.0,0.56,56
1073335,1,0.99,0.0,0.15,0.8,0.2,0.0,0.5,1.0,0.37,100
1073336,1,0.18,0.0,0.0,1.0,0.0,0.0,0.06,1.0,0.19,100
1073341,1,0.18,0.0,0.0,1.0,0.0,0.0,0.35,1.0,0.78,100
1073343,1,0.06,0.0,0.5,0.2,0.4,0.4,0.21,1.0,0.26,100
1041225,1,0.02,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.26,100
1042050,0,0.79,0.0,1.0,0.0,0.0,1.0,0.43,1.0,0.33,80
1042542,0,1.0,0.0,1.0,0.0,0.0,1.0,0.17,1.0,0.19,96
1051318,0,0.31,1.0,0.85,0.0,0.2,0.8,0.84,1.0,1.0,80
1051703,1,0.02,0.0,1.0,0.0,0.0,1.0,0.14,1.0,0.22,100
1053315,1,0.02,0.0,0.0,1.0,0.0,0.0,0.03,1.0,0.19,96
1060948,0,0.19,0.0,0.25,0.25,0.75,0.0,0.14,1.0,0.19,96
1061230,0,0.06,1.0,1.0,0.0,0.0,1.0,0.82,1.0,0.48,100
1061748,1,0.04,0.0,0.45,0.25,0.25,0.5,0.35,1.0,0.22,88
1061751,0,0.02,0.0,0.85,0.0,0.2,0.8,0.29,1.0,0.33,100
1071404,0,1.0,0.0,0.6,0.2,0.4,0.4,0.48,1.0,0.19,100
1071411,1,0.01,0.0,1.0,0.0,0.0,1.0,0.61,1.0,0.33,64
1071444,1,1.0,0.0,0.6,0.4,0.0,0.6,0.5,1.0,0.3,96
1071448,0,0.03,0.0,0.0,1.0,0.0,0.0,0.02,1.0,0.19,76
1071504,1,0.97,1.0,1.0,0.0,0.0,1.0,0.48,1.0,0.19,88
1071519,0,0.01,0.0,0.1,0.6,0.4,0.0,0.23,1.0,0.22,100
1073304,0,0.02,0.0,0.0,1.0,0.0,0.0,0.48,1.0,1.0,100
1073305,0,0.36,0.0,0.95,0.0,0.2,0.8,0.04,1.0,0.22,92
1073307,0,0.05,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.26,96
1073308,0,0.04,0.0,0.8,0.2,0.0,0.8,0.32,1.0,0.41,100
1073312,1,0.14,0.0,0.65,0.2,0.2,0.6,0.46,1.0,0.19,84
1073314,1,0.05,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.19,100
1073322,0,0.4,0.0,1.0,0.0,0.0,1.0,0.45,1.0,0.48,64
1073335,1,0.34,0.0,0.35,0.6,0.2,0.2,0.44,1.0,0.15,100
1073336,1,0.01,0.0,0.0,1.0,0.0,0.0,0.31,1.0,0.19,100
1073341,1,0.05,0.0,0.0,1.0,0.0,0.0,0.66,1.0,0.26,100
1041225,1,0.05,0.0,0.2,0.8,0.0,0.2,0.42,1.0,0.19,100
1041411,0,0.01,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.33,96
